facility_id_cphl,Facility_CPHL,Level,Hub,DHIS2_Facility_Sync,Level_DHIS2,Facility_uid,Coordinates_DHIS2,Ownership_DHIS2,Authority_DHIS2,Subcounty_DHIS2,Subcounty_uid,District_CPHL,District_DHIS2,District_uid,Region_CPHL,Region_DHIS2,Region_uid
,Reachout (Mbuya Site),Special Clinic,Maddu Hub ,Reach Out - Mbuya Clinic HC II,HC II,lQvAAAQpBP2,0,Private Not For Profit,UCMB,Nakawa Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Rengen HC III,Special Clinic,Wakiso Hub ,Rengen HC III,HC III,NWVYfI4QaPR,"[34.10419,3.066030]",Government,MOH,Rengen Subcounty,aPZzL4CyBTg,Kotido,Kotido District,aPZzL4CyBTg,North East,Northern Region,pz9Uu65Irbg
,Reproductive Health Medical Center II,,Gombe Hub,Reproductive Health Uganda HC II,HC II,mYCD03UT8FI,"[34.44439,1.37785]",Private Not For Profit,RHU,Kapchorwa Town Council,aginheWSLef,Kapchorwa,Kapchorwa District,aginheWSLef,Mid Eastern,Eastern Region,adZ6T35ve4h
,Reproductive Health Uganda (Apac),Special Clinic,Self Pick,,,,,,,,,Apac,,,Mid Northern,,
,Reproductive Health Uganda (Hoima),Special Clinic,Self Pick,,,,,,,,,Hoima,,,Mid Western,,
,Reproductive Health Uganda (Lira),Special Clinic,Self Pick,Reproductive Health Uganda HC III,HC III,hMwLP1XZ3v6,0,Private Not For Profit,0,Adyel Division,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
,Rhino Camp HC IV,HC III,Kotido Hub,Rhino Camp HC IV,HC IV,ccY5TpGvBqo,"[31.39745,2.9761]",Government,MOH,Rhino Camp Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
,Rift Valley Medical Centre,HC II,Kapchorwa Hub,Rift Valley Medical Services Centre,HC II,LSpLSwpaM71,0,Private For Profit,Local Government,Makindye Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Riki HC III,Special Clinic,Apac Hub ,Riki HC III,HC III,h3Vg6HpRGmB,"[31.03641,3.02219]",Government,MOH,Oluko Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
,Robidire HC III,Special Clinic,Hoima Hub,Robidire HC III,HC III,V8su3RPXsiK,"[31.74598,3.44033]",Private For Profit,UCMB,Pachara Subcounty,QYiQ2KqgCxj,Adjumani,Adjumani District,QYiQ2KqgCxj,West Nile,Northern Region,pz9Uu65Irbg
,Royal Health Care,Special Clinic,Lira Hub,Royal Health Care,HC II,Ek95dowFfiN,0,Private For Profit,Local Government,Kampala Central Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Royal Zan Vanten,HC IV,Rhino Camp Hub ,Royal Van Zanten Clinic,Clinic,ayXdSOkMOLk,0,Private Not For Profit,0,Nakisunga Subcounty,a0DfYpC2Rwl,Mukono ,Mukono District,a0DfYpC2Rwl,Central 2,Central Region,VA90IqaI4Ji
,Rubaare HC IV,Medical Centre,Kampala Hub,Rubaare HC IV,HC IV,acuu3ktUO4t,"[30.181418,-1.015552]",Government,MOH,Rubaare Subcounty,hAoe9dhZh9V,Ntungamo,Ntungamo District,hAoe9dhZh9V,South Western,Western Region,auJdpeHbeet
,Rubanda PHC HC III,HC III,Arua Hub,Rubanda PHC HC III,HC III,QTU5FkY0Zjl,"[29.86155,-1.12395]",Private Not For Profit,UCMB,Ikumba Subcounty,wZrfAgC3WrU,Rubanda,Rubanda District,wZrfAgC3WrU,South Western,Western Region,auJdpeHbeet
,Rubaya HC III (Mbarara),HC III,Adjumani Hub,Rubaya HC III,HC III,nx0UdNxBNIS,"[30.67317,-0.46555]",Government,MOH,Rubaya Subcounty (Mbarara),auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Rubaya HC IV (Kabale),Health Care Center,Kampala Hub,Rubaya   HC IV,HC IV,oWTRZJbQxha,"[30.032736,-1.412754]",Government,MOH,Kabale Rubaya Subcounty,zBIpPzKYFLp,Kabale,Kabale District,zBIpPzKYFLp,South Western,Western Region,auJdpeHbeet
,Rubindi HC III,HC II,Kayunga Hub,Rubindi HC III,HC III,kw2BNLtK1FZ,"[30.57958,-0.32560]",Government,MOH,Rubindi Subcounty,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Rubona HC II,HC IV,Itojo Hub,Rubona HC II,HC II,cK771z6IUQW,"[30.16812,0.56024]",Government,MOH,Rubona Town Council,m77oR1YJESj,Kabarole,Kabarole District,m77oR1YJESj,Mid Western,Western Region,auJdpeHbeet
,Rubondo HC II,HC III,Kabale Hub,Rubondo HC II,HC II,K295qd0SaGs,"[31.04293,-0.73622]",Private Not For Profit,MOH,Rushasha Subcounty,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Rubongi Military Hospital,HC III,Mbarara Hub,Rubongi Military Hospital,General Hospital,ZVwFNyBsJxz,"[34.037279,0.65806]",Government,Army,Rubongi Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,Ruborogota HC III,HC IV,Kabale Hub,Ruborogota HC III,HC III,IoTKrKIPsRz,"[30.56273,-0.99075]",Government,MOH,Ruborogota Subcounty,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Rubuguri HC IV,HC III,Mbarara Hub,Rubuguri HC IV,HC IV,GTtwaqeomFa,"[29.68246,-1.12573]",Government,MOH,Kirundo Subcounty,aPhSZRinfbg,Kisoro,Kisoro District,aPhSZRinfbg,South Western,Western Region,auJdpeHbeet
,Rugaaga HC IV,HC II,FortPortal Hub,Rugaaga HC IV,HC IV,aHuJWP6FfFo,"[31.02363,-0.83636]",Government,MOH,Rugaaga Subcounty,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Rugarama HC III,HC II,Rwekubo Hub,Rugarama HC III,HC III,Ab89aosJCg9,"[30.090804,-1.017278]",Government,MOH,Rugarama Subcounty,hAoe9dhZh9V,Ntungamo,Ntungamo District,hAoe9dhZh9V,South Western,Western Region,auJdpeHbeet
,Rugarama Hospital,Hospital,Tororo Hub,Rugarama Hospital,General Hospital,Z6BzVrxa9xd,"[29.98152,-1.23584]",Private Not For Profit,UPMB,Kabale Northern Division,zBIpPzKYFLp,Kabale,Kabale District,zBIpPzKYFLp,South Western,Western Region,auJdpeHbeet
,Rugashali HC III,HC III,Rwekubo Hub,Rugashari HC III,HC III,kkPs3xyvsD5,"[30.819277,1.0847383]",Government,Local Government,Rugashaari Subcounty,orgY0d5MJa9,Kagadi,Kagadi District,orgY0d5MJa9,Mid Western,Western Region,auJdpeHbeet
,Rugazi HC IV,HC IV,Kisoro Hub,Rugazi HC IV,HC IV,VvGZi1LcYyP,"[30.102629,-0.259324]",Government,MOH,Rubirizi Town Council,fS71jg1WYPk,Rubirizi,Rubirizi District,fS71jg1WYPk,South Western,Western Region,auJdpeHbeet
,Rugazi Mission,HC IV,Rwekubo Hub,Rugazi Mission HC II,HC II,wa5ALmOQe62,"[30.10291,-0.25866]",Private Not For Profit,UCMB,Rubirizi Town Council,fS71jg1WYPk,Rubirizi,Rubirizi District,fS71jg1WYPk,South Western,Western Region,auJdpeHbeet
,Rugyeyo HC III,HC III,Itojo Hub,Rugyeyo HC III,HC III,IdRkJotD2zZ,"[29.82920,-0.89878]",Government,MOH,Rugyeyo Subcounty,aphcy5JTnd6,Kanungu,Kanungu District,aphcy5JTnd6,South Western,Western Region,auJdpeHbeet
,Ruhaama HC III,Hospital,Kabale Hub,Ruhaama HC III,HC III,Uo8eU7Qrx0v,"[30.351154,-0.981643]",Government,MOH,Ruhaama Subcounty,hAoe9dhZh9V,Ntungamo,Ntungamo District,hAoe9dhZh9V,South Western,Western Region,auJdpeHbeet
,Ruhangire HC II,HC III,Kagadi Hub,Ruhangire HC II,HC II,zGTxryelOUN,"[30.91965,0.32109]",Government,MOH,Rwentuuha  Subcounty,a9tQqo1rSj7,Kyegegwa,Kyegegwa District,a9tQqo1rSj7,Mid Western,Western Region,auJdpeHbeet
,Ruharo Mission Hospital,HC IV,Rugazi Hub,Ruharo Mission Hospital,General Hospital,gBG1N1o51QR,"[30.63124,-0.61297]",Private Not For Profit,UPMB,Kamukuzi Division,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Ruhiira HC III,,Rugazi Hub,Ruhiira HC III,HC III,aqpJDW5rDvU,"[30.64977,-0.84918]",Government,MOH,Nyakitunda Subcounty,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Ruhija HC III,HC III,Kanungu Hub,Ruhija Gvt HC III,HC III,avzQnIvljoV,"[29.78092,-1.027710]",Government,MOH,Ruhija subcounty,wZrfAgC3WrU,Kabale,Rubanda District,wZrfAgC3WrU,South Western,Western Region,auJdpeHbeet
,Ruhinda HC III,HC III,Itojo Hub,Ruhinda HC III,HC III,HYR3olhofDD,"[29.947216,-0.684138]",Government,MOH,Ruhinda Subcounty,tugqr4dY6wq,Rukungiri,Rukungiri District,tugqr4dY6wq,South Western,Western Region,auJdpeHbeet
,Ruhoko HC IV,HC II,Kyegegwa Hub,Ruhoko HC IV,HC IV,QLP6OdRGJsz,"[30.47829,-0.15491]",Government,MOH,Nyabuhikye Subcounty,r8WLxW9JwsS,Ibanda,Ibanda District,r8WLxW9JwsS,South Western,Western Region,auJdpeHbeet
,Ruhomuro HC III,Hospital,Mbarara Hub,Ruhumuro HC III,HC III,bDQh7NSmTZd,"[30.21947,-0.45280]",Government,MOH,Ruhumuro Subcounty,It5UGwdHAPF,Bushenyi,Bushenyi District,It5UGwdHAPF,South Western,Western Region,auJdpeHbeet
,Ruhumuro HC III,HC III,Rwekubo Hub,,,,,,,,,Bushenyi,,,South Western,,
,Rukiri HC III,HC III,Kabale Hub,Rukiri HC III,HC III,waacA54DZjH,"[30.43639,-0.24393]",Government,MOH,Rukiri Subcounty,r8WLxW9JwsS,Ibanda,Ibanda District,r8WLxW9JwsS,South Western,Western Region,auJdpeHbeet
,Rukoki HC III,HC III,Nyakibale Hub,Rukooki HC III,HC III,ba1LabtE1fG,"[30.131153,0.256647]",Government,MOH,Nyamwamba Division,aa8xVDzSpte,Kasese,Kasese District,aa8xVDzSpte,Mid Western,Western Region,auJdpeHbeet
,Rukoni HC III,HC IV,Ruhoko Hub,Rukoni HC III,HC III,oBioSOuF497,0,Government,MOH,Kibatsi Subcounty,hAoe9dhZh9V,Ntungamo,Ntungamo District,hAoe9dhZh9V,South Western,Western Region,auJdpeHbeet
,Rukooki HC III,HC III,Bushenyi Hub,Rukooki HC III,HC III,ba1LabtE1fG,"[30.131153,0.256647]",Government,MOH,Nyamwamba Division,aa8xVDzSpte,Kasese,Kasese District,aa8xVDzSpte,Mid Western,Western Region,auJdpeHbeet
,Rukungiri HC IV,HC III,Bushenyi Hub,Rukungiri HC IV,HC III,amaqHI7PUL2,"[29.92446,-0.781129]",Government,MOH,Rukungiri Eastern Division,tugqr4dY6wq,Rukungiri,Rukungiri District,tugqr4dY6wq,South Western,Western Region,auJdpeHbeet
,Rukunyu HC IV,HC III,Ruhoko Hub,Rukunyu HC IV,HC IV,HXap310Pwnz,"[30.44873,0.261035]",Government,MOH,Kahunge Subcounty,uCVQXAdKqL9,Kamwenge,Kamwenge District,uCVQXAdKqL9,Mid Western,Western Region,auJdpeHbeet
,Rulongo HC II,HC III,Kilembe Mines Hub,Rurongo  HC II,HC II,fctfxQy7JeK,0,Government,MOH,Kikagati Subcounty,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Rurambiira HC II,HC III,Itojo Hub,Rurambira HC II,HC II,edGJUvFwlKN,"[31.03720,-0.34360]",Government,MOH,Nyakashashara Subcounty,qf9xWZu7Dq8,Kiruhura,Kiruhura District,qf9xWZu7Dq8,South Western,Western Region,auJdpeHbeet
,Rurongo HC II,HC III,Kilembe Mines Hub,Rurongo  HC II,HC II,fctfxQy7JeK,0,Government,MOH,Kikagati Subcounty,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Rushasha HC III,HC IV,Nyakibale Hub,Rushasha HC III,HC III,awXRxReJcg9,"[31.04293,-0.68441]",Government,MOH,Rushasha Subcounty,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Rushere Community Hospital,HC IV,Rukunyu Hub ,Rushere Community Hospital,General Hospital,rrjDjA0JfXN,"[30.94820,-0.21040]",Private Not For Profit,UPMB,Kenshunga Subcounty,qf9xWZu7Dq8,Kiruhura,Kiruhura District,qf9xWZu7Dq8,South Western,Western Region,auJdpeHbeet
,Rusheshe HC III,HC II,Rwekubo Hub,Rusheshe HC III,HC III,ve5j2Ed30wv,"[29.979895,-0.72199]",Private Not For Profit,0,Buhunga Subcounty,tugqr4dY6wq,Rukungiri,Rukungiri District,tugqr4dY6wq,South Western,Western Region,auJdpeHbeet
,Rushooka HC II,HC II,Rushere Hub,St. Mother Francisca Lechner Rushooka HC II,HC II,y1S7Kh163t9,"[30.12286,-1.11574]",Private Not For Profit,UCMB,Ntungamo Kayonza Subcounty,hAoe9dhZh9V,Ntungamo,Ntungamo District,hAoe9dhZh9V,South Western,Western Region,auJdpeHbeet
,Rushoroza HC III,HC II,Rwekubo Hub,Rushoroza HC III,HC III,EgNsQqE3k5S,"[29.996539201,-1.28918207]",Private Not For Profit,UCMB,Kabale Southern Division,zBIpPzKYFLp,Kabale,Kabale District,zBIpPzKYFLp,South Western,Western Region,auJdpeHbeet
,Rutaka HC III,HC III,Rwekubo Hub,Rutaka HC III,HC III,bAyAiJKq92R,"[29.65435,-1.15936]",Private Not For Profit,UPMB,Kirundo Subcounty,aPhSZRinfbg,Kisoro,Kisoro District,aPhSZRinfbg,South Western,Western Region,auJdpeHbeet
,Ruteete HC III,Hospital,Rushere Hub,Ruteete HC III,HC III,YzWi4kmieZt,"[30.30390,0.52468]",Government,MOH,Rutete Subcounty,m77oR1YJESj,Kabarole,Kabarole District,m77oR1YJESj,Mid Western,Western Region,auJdpeHbeet
,Rutenga HC III,HC III,Nyakibale Hub,Rutenga HC III,HC III,uTkySNCx3j2,"[29.849118,-1.006611]",Government,MOH,Rutenga Subcounty,aphcy5JTnd6,Kanungu,Kanungu District,aphcy5JTnd6,South Western,Western Region,auJdpeHbeet
,Ruti HC,HC II,Itojo Hub,Ruti HC II,HC II,tlQsh4yJwwb,"[30.61903,-0.63361]",Government,MOH,Nyamitanga Division,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Rutoto SDA HC II,HC III,Kabale Hub,Rutoto HC II,HC II,EZqXqnUG0ep,"[30.0972,-0.333]",Private Not For Profit,UPMB,Rutoto Subcounty,fS71jg1WYPk,Rubirizi,Rubirizi District,fS71jg1WYPk,South Western,Western Region,auJdpeHbeet
,Rwabarata HC II,HC III,Kisoro Hub,Rwabarata HC II,HC II,a8bCpZeym6p,"[30.92027,-0.56893]",Government,MOH,Sanga Subcounty,qf9xWZu7Dq8,Kiruhura,Kiruhura District,qf9xWZu7Dq8,South Western,Western Region,auJdpeHbeet
,Rwaitengya HC II,HC IV,FortPortal Hub,Rwaitengya HC II,HC II,a2LroN27znu,"[30.684486,0.48922]",Government,MOH,Kisojjo Subcounty,O9MoQcpZ4uA,Kyenjojo,Kyenjojo District,O9MoQcpZ4uA,Mid Western,Western Region,auJdpeHbeet
,Rwakabengo HC III,HC III,Kanungu Hub,Rwakabengo HC III,HC III,s0zpjmlFHb3,0,Government,MOH,Rukungiri Southern Division,tugqr4dY6wq,Rukungiri,Rukungiri District,tugqr4dY6wq,South Western,Western Region,auJdpeHbeet
,Rwamwanja HC III,HC II,Mbarara Hub,Rwamwanja HC III,HC III,CK8TCNDBPNc,"[30.65220,0.339910]",Government,MOH,Nkoma Subcounty,uCVQXAdKqL9,Kamwenge,Kamwenge District,uCVQXAdKqL9,Mid Western,Western Region,auJdpeHbeet
,Rwangara HC II,HC II,Rugazi Hub,Rwangara HC II,HC II,tS7W7E9zJq3,"[30.46867,1.124043]",Government,MOH,Ntoroko Kanara Subcounty,z8D9ER36EKN,Ntoroko,Ntoroko District,z8D9ER36EKN,Mid Western,Western Region,auJdpeHbeet
,Rwanjura HC II,HC II,Rushere Hub,Rwanjura HC II,HC II,UMFeO5h1QMQ,"[30.0506,-1.110892]",Government,MOH,Rwamucucu Subcounty,zBIpPzKYFLp,Kabale,Kabale District,zBIpPzKYFLp,South Western,Western Region,auJdpeHbeet
,Rwashamaire HC IV,HC II,Kyenjojo Hub,Rwashamaire HC IV,HC IV,CSpqU3MIZuC,"[30.13333,-0.83334]",Government,MOH,Nyabihoko Subcounty,hAoe9dhZh9V,Ntungamo,Ntungamo District,hAoe9dhZh9V,South Western,Western Region,auJdpeHbeet
,Rwebisengo HC III,HC III,Nyakibale Hub,Rwebisengo HC III,HC III,wVQqiOrorr6,"[30.27134,1.05492]",Government,MOH,Rwebisengo Town Council,z8D9ER36EKN,Ntoroko,Ntoroko District,z8D9ER36EKN,Mid Western,Western Region,auJdpeHbeet
,Rweikiniro HC III,HC III,Rukunyu Hub ,Rweikiniro HC III,HC III,QfWjCf5pKFh,"[30.281265,-0.984786]",Government,MOH,Rweikiniro Subcounty,hAoe9dhZh9V,Ntungamo,Ntungamo District,hAoe9dhZh9V,South Western,Western Region,auJdpeHbeet
,Rwekubo HC IV,HC III,Bundibugyo Hub,Rwekubo HC IV,HC IV,XWqf7PB1OaR,"[30.83377,-0.83874]",Government,MOH,Isingiro Town Council,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Rwemigina HC II,HC II,Kabale Hub,Rwemigyina HC II,HC II,xZaee0TTbQo,"[30.73096,-0.58969]",Government,MOH,Kakiika Subcounty,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Rwemikoma HC III,HC IV,Itojo Hub,Rwemikoma HC III,HC III,YVFR8N62ego,"[30.85187,0.05542]",Government,MOH,Rwemikoma Subcounty,qf9xWZu7Dq8,Kiruhura,Kiruhura District,qf9xWZu7Dq8,South Western,Western Region,auJdpeHbeet
,Rwengara HC II,HC III,Bundibugyo Hub,,,,,,,,,Bundibugyo,,,Mid Western,,
,Rwengiri  HC III,HC III,Itojo Hub,Rwengiri HC III,HC III,aeuGMylOmSs,"[29.87782,-0.66724]",Private Not For Profit,UCMB,Bugangari Subcounty,tugqr4dY6wq,Rukungiri,Rukungiri District,tugqr4dY6wq,South Western,Western Region,auJdpeHbeet
,Rwenjaza HC II,HC IV,Rwekubo Hub,Rwenjaza HC II,HC II,XuyO4YTaFOG,0,Government,MOH,Nyabbani Subcounty,uCVQXAdKqL9,Kamwenge,Kamwenge District,uCVQXAdKqL9,Mid Western,Western Region,auJdpeHbeet
,Rwenkobwa HC III,HC II,Mbarara Hub,Rwenkobwa HC III,HC III,aG2AogxcfRK,"[30.43069,0.00241]",Private Not For Profit,Local Government,Kijongo Subcounty,r8WLxW9JwsS,Ibanda,Ibanda District,r8WLxW9JwsS,South Western,Western Region,auJdpeHbeet
,Rwenshama HC III,HC III,Rushere Hub,,,,,,,,,Rukungiri,,,South Western,,
,Rwenyangye HC II,HC II,Bundibugyo Hub,Rwenyangye HC II,HC III,Y7E0R7jy1qx,"[30.16798,-1.17023]",Government,MOH,Kamwezi Subcounty,zBIpPzKYFLp,Kabale,Kabale District,zBIpPzKYFLp,South Western,Western Region,auJdpeHbeet
,Rwenyawawa HC III,HC III,Nyakibale Hub,Rwenyawawa HC III,HC III,Y7XKVrGNA6d,"[30.72837,1.16026]",Government,0,Kyangwali Subcounty,PJFtfCyp6Rb,Hoima,Hoima District,PJFtfCyp6Rb,Mid Western,Western Region,auJdpeHbeet
,Rwenzori Medical Centre,HC II,Rukunyu Hub ,Rwenzori Medical Centre HC II,HC II,xe3tGQazTHi,0,Private For Profit,Local Government,Biguli Subcounty,uCVQXAdKqL9,Kamwenge,Kamwenge District,uCVQXAdKqL9,Mid Western,Western Region,auJdpeHbeet
,Rwenzori Mountaineering Services,HC III,Ruhoko Hub,Mt. Rwenzori Medical Centre HC III,HC III,OMTL4FcwFul,0,Private For Profit,0,Kasese Central Division,aa8xVDzSpte,Kasese,Kasese District,aa8xVDzSpte,Mid Western,Western Region,auJdpeHbeet
,Rwesande HC IV ,HC III,Nyakibale Hub,Rwesande HC IV,HC IV,KSrm1cFNorS,"[30.126636,0.415655]",Private Not For Profit,UPMB,Kyabarungira Subcounty,aa8xVDzSpte,Kasese,Kasese District,aa8xVDzSpte,Mid Western,Western Region,auJdpeHbeet
,Rwibale HC II,HC II,Kabale Hub,Rwibale -Avemaria HC III,HC III,Px1ZyylviYI,"[30.851679,0.570545]",Private Not For Profit,UCMB,Butunduuzi Town Council,O9MoQcpZ4uA,Kyenjojo,Kyenjojo District,O9MoQcpZ4uA,Mid Western,Western Region,auJdpeHbeet
,Rwimi HC III,HC III,Hoima Hub,Rwimi HC III,HC III,aHXEy4fCaPw,"[30.21568,0.38312]",Government,MOH,Rwimi Town Council,m77oR1YJESj,Kabarole,Kabarole District,m77oR1YJESj,Mid Western,Western Region,auJdpeHbeet
,Rwoburunga HC III,Special Clinic,Rukunyu Hub ,Rwoburunga HC III,HC III,jA7tuThhDUU,"[29.99341,-0.47757]",Government,MOH,Kiyanga Subcounty,FLygHiUd2UW,Mitooma,Mitooma District,FLygHiUd2UW,South Western,Western Region,auJdpeHbeet
,Rwot Obilo HC II,Special Clinic,Kilembe Mines Hub,Rwotobilo HC II,HC II,UH56sJpuPoN,"[32.22672,2.89898]",Government,MOH,Bungatira Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Ryeishe HC III,HC IV,Kilembe Mines Hub,Ryeishe HC III,HC III,jQ29gGaeT89,"[30.13837,-0.60895]",Government,MOH,Ibaare Subcounty,It5UGwdHAPF,Bushenyi,Bushenyi District,It5UGwdHAPF,South Western,Western Region,auJdpeHbeet
,Sagitu HC II,HC II,Kyenjojo Hub,Sagitu HC II,HC II,jSNmUpGrQMN,"[33.65256,-0.00930]",Government,MOH,Jagusi Sub county,mv4gKtY0qW8,Mayuge,Mayuge District,mv4gKtY0qW8,East Central,Eastern Region,adZ6T35ve4h
,Saidinah Abubaker Hospital,HC III,FortPortal Hub,Saidina Abubakar Islamic HOSPITAL,General Hospital,z3oqgznxuph,"[32.53495,0.43534]",Private Not For Profit,UMMB,Nangabo Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Sanga HC III,HC III,Mitooma Hub,Sanga HC III,HC III,t6jiPqaeBe2,"[30.90831,-0.50353]",Government,MOH,Sanga Town Council,qf9xWZu7Dq8,Kiruhura,Kiruhura District,qf9xWZu7Dq8,South Western,Western Region,auJdpeHbeet
,Sanyu Dom Service,HC II,Gulu Hub,Sanyu Domicilliary HC II,HC II,U5TE1ItzA0v,"[32.00020,0.11617]",Private Not For Profit,Local Government,Bulo Subcounty,a3LMKP8z8Xj,Mpigi,Butambala District,a3LMKP8z8Xj,Central 1,Central Region,VA90IqaI4Ji
,Sapiri HC III,HC III,Bushenyi Hub,Sapiri HC III,HC III,A6pRqAKPNFH,"[33.98458,1.01042]",Government,Local Government,Budaka Subcounty,kb7iUQISRlx,Budaka,Budaka District,kb7iUQISRlx,Mid Eastern,Eastern Region,adZ6T35ve4h
,SAREC Medicare Center,HC II,Iganga Hub,SAREC Medical Care HC II,HC II,tm7hFrHSMht,0,Private For Profit,Local Government,Kawempe Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,SCSC+AC0-Kimaka HC II,Hospital,Wakiso Hub ,Kimaka HC II,HC II,gOPqoaeHJKA,"[33.19071,0.45264]",Government,MOH,JMC West HSD,aJR2ZxSH7g4,Jinja,Jinja District,aJR2ZxSH7g4,East Central,Eastern Region,adZ6T35ve4h
,Seeta HC II,HC III,Rushere Hub,Seeta HC II,HC II,llNeiWHW1oW,"[31.68695,0.81290]",Private For Profit,CSO,Kiboga Subcounty,GLHh0BXys9w,Kiboga,Kiboga District,GLHh0BXys9w,Central 2,Central Region,VA90IqaI4Ji
,Seeta Nazigo HC III,Special Clinic,Mpigi Hub ,Seeta-Nazigo HC III,HC III,qmgb0UXgPfs,"[32.84241,0.31776]",Government,MOH,Nakisunga Subcounty,a0DfYpC2Rwl,Mukono ,Mukono District,a0DfYpC2Rwl,Central 2,Central Region,VA90IqaI4Ji
,Seeta-Kasawo HC II,HC III,Mbale Hub,Seeta Kasawo HC II,HC II,UjzNIbYwQ7x,"[32.79129,0.81143]",Government,MOH,Seeta-Namuganga Subcounty,a0DfYpC2Rwl,Mukono ,Mukono District,a0DfYpC2Rwl,Central 2,Central Region,VA90IqaI4Ji
,Seguku HC II,Clinic,Kampala Hub,Seguku HC II,HC II,k5Nbz2uHuqP,"[32.54867,0.23124]",Government,MOH,Ssabagabo-Makindye Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Sekiwunga HC III,HC II,Jinja Hub,Sekiwunga HC III,HC III,CB9zwzOqEbX,"[32.40002,0.27582]",Government,MOH,Kiringente Subcounty,YMMexeHFUay,Mpigi,Mpigi District,YMMexeHFUay,Central 1,Central Region,VA90IqaI4Ji
,Semuto HC IV,HC II,Kiboga Hub,Semuto HC IV,HC IV,zPvmdjd3Hw6,"[32.32708,0.62263]",Government,MOH,Semuto Subcounty,aSbgVKaeCP0,Nakaseke,Nakaseke District,aSbgVKaeCP0,Central 2,Central Region,VA90IqaI4Ji
,Senta Medicare,HC III,Kayunga Hub,Senta Medicare  CLINIC,General Hospital,Wv0A7XnUFP5,0,Private For Profit,0,Ssabagabo-Makindye Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Senyi HC II,HC II,Kayunga Hub,Ssenyi HC II,HC II,iJCZZ9rUZYm,0,Government,MOH,Ssi-Bukunja Subcounty,x75Yh65MaUa,Buikwe ,Buikwe District,x75Yh65MaUa,Central 2,Central Region,VA90IqaI4Ji
,Serere Akoboi HC II GOVT,HC II,Kampala Hub,Serere Akoboi HC II GOVT,HC II,xEN68HYkacl,"[33.41865,1.57369]",Government,MOH,Olio Subcounty,zJfpujxC1kD,Serere,Serere District,zJfpujxC1kD,North East,Eastern Region,adZ6T35ve4h
,Serere HC IV,HC III,Mpigi Hub ,Serere HC IV,HC IV,DXmJVAw33mJ,"[33.45971,1.52179]",Government,MOH,Olio Subcounty,zJfpujxC1kD,Serere,Serere District,zJfpujxC1kD,North East,Eastern Region,adZ6T35ve4h
